,Summary,Packet Size,Network Protocol,Transport Protocol,Operation,Source
3517,IP TCP 10.0.2.15:37350 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37350
3518,IP TCP 3.5.139.117:https 10.0.2.15:37330 PA Raw,26340,IP,TCP,Connection-Transport,3.5.139.117:https
3519,IP TCP 10.0.2.15:37330 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37330
3520,IP TCP 3.5.139.117:https 10.0.2.15:37350 PA Raw,8340,IP,TCP,Connection-Transport,3.5.139.117:https
3521,IP TCP 10.0.2.15:37350 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37350
3522,IP TCP 3.5.139.117:https 10.0.2.15:37330 PA Raw,840,IP,TCP,Connection-Transport,3.5.139.117:https
3523,IP TCP 3.5.139.117:https 10.0.2.15:37330 PA Raw,13020,IP,TCP,Connection-Transport,3.5.139.117:https
3524,IP TCP 10.0.2.15:37330 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37330
3525,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",96,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
3526,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",96,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
3527,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",85,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
3528,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",85,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
3529,IP TCP 3.5.139.117:https 10.0.2.15:37330 PA Raw,4200,IP,TCP,Connection-Transport,3.5.139.117:https
3530,IP TCP 10.0.2.15:37330 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37330
3531,IP TCP 3.5.139.117:https 10.0.2.15:37350 PA Raw,2820,IP,TCP,Connection-Transport,3.5.139.117:https
3532,IP TCP 10.0.2.15:37350 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37350
3533,IP TCP 3.5.139.117:https 10.0.2.15:37350 PA Raw,2820,IP,TCP,Connection-Transport,3.5.139.117:https
3534,IP TCP 10.0.2.15:37350 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37350
3535,IP TCP 3.5.139.117:https 10.0.2.15:37338 PA Raw,2524,IP,TCP,Connection-Transport,3.5.139.117:https
3536,IP TCP 10.0.2.15:37338 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37338
3537,IP TCP 3.5.139.117:https 10.0.2.15:37350 PA Raw,2820,IP,TCP,Connection-Transport,3.5.139.117:https
3538,IP TCP 10.0.2.15:37350 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37350
3539,IP TCP 3.5.139.117:https 10.0.2.15:37350 PA Raw,1440,IP,TCP,Connection-Transport,3.5.139.117:https
3540,IP TCP 3.5.139.117:https 10.0.2.15:37330 PA Raw,2820,IP,TCP,Connection-Transport,3.5.139.117:https
3541,IP TCP 10.0.2.15:37330 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37330
3542,IP TCP 3.5.139.117:https 10.0.2.15:37330 PA Raw,33708,IP,TCP,Connection-Transport,3.5.139.117:https
3543,IP TCP 10.0.2.15:37330 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37330
3544,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",169,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
3545,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",180,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
3546,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,1460,IP,TCP,Connection-Transport,216.58.212.40:https
3547,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3548,IP TCP 3.5.139.117:https 10.0.2.15:37350 PA Raw,5580,IP,TCP,Connection-Transport,3.5.139.117:https
3549,IP TCP 10.0.2.15:37350 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37350
3550,IP TCP 3.5.139.117:https 10.0.2.15:37350 PA Raw,16289,IP,TCP,Connection-Transport,3.5.139.117:https
3551,IP TCP 10.0.2.15:37350 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37350
3552,IP TCP 216.58.212.40:https 10.0.2.15:42302 A Raw,1520,IP,TCP,Connection-Transport,216.58.212.40:https
3553,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3554,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,2105,IP,TCP,Connection-Transport,216.58.212.40:https
3555,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3556,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",192,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
3557,"IP UDP DNS Qry ""b'www.timeanddate.com.cdn.cloudflare.net.'""",104,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
3558,IP UDP DNS Ans,104,IP,UDP,DNS-Ans,Unknown
3559,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",203,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
3560,IP TCP 10.0.2.15:58108 108.157.62.27:http A,60,IP,TCP,Connection-Transport,10.0.2.15:58108
3561,IP TCP 108.157.62.27:http 10.0.2.15:58108 A Padding,66,IP,TCP,Connection-Transport,108.157.62.27:http
3562,IP TCP 10.0.2.15:57732 104.18.21.57:https S,80,IP,TCP,Connection-Transport,10.0.2.15:57732
3563,IP TCP 10.0.2.15:57744 104.18.21.57:https S,80,IP,TCP,Connection-Transport,10.0.2.15:57744
3564,IP TCP 104.18.21.57:https 10.0.2.15:57744 SA Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3565,IP TCP 10.0.2.15:57744 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57744
3566,IP TCP 10.0.2.15:57744 104.18.21.57:https PA Raw,727,IP,TCP,Connection-Transport,10.0.2.15:57744
3567,IP TCP 104.18.21.57:https 10.0.2.15:57744 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3568,IP TCP 104.18.21.57:https 10.0.2.15:57732 SA Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3569,IP TCP 10.0.2.15:57732 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57732
3570,IP TCP 10.0.2.15:57732 104.18.21.57:https PA Raw,727,IP,TCP,Connection-Transport,10.0.2.15:57732
3571,IP TCP 104.18.21.57:https 10.0.2.15:57732 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3572,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,2860,IP,TCP,Connection-Transport,104.18.21.57:https
3573,IP TCP 10.0.2.15:57744 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57744
3574,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,2977,IP,TCP,Connection-Transport,104.18.21.57:https
3575,IP TCP 10.0.2.15:57744 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57744
3576,"IP UDP DNS Qry ""b'ocsp.pki.goog.'""",90,IP,UDP,DNS-Qry,"""b'ocsp.pki.goog.'"""
3577,"IP UDP DNS Qry ""b'ocsp.pki.goog.'""",90,IP,UDP,DNS-Qry,"""b'ocsp.pki.goog.'"""
3578,"IP UDP DNS Ans ""b'pki-goog.l.google.com.'""",141,IP,UDP,DNS-Ans,"""b'pki-goog.l.google.com.'"""
3579,"IP UDP DNS Ans ""b'pki-goog.l.google.com.'""",169,IP,UDP,DNS-Ans,"""b'pki-goog.l.google.com.'"""
3580,IP TCP 10.0.2.15:56660 142.250.184.131:http PA Raw,508,IP,TCP,Connection-Transport,10.0.2.15:56660
3581,IP TCP 142.250.184.131:http 10.0.2.15:56660 A Padding,66,IP,TCP,Connection-Transport,142.250.184.131:http
3582,IP TCP 10.0.2.15:57744 104.18.21.57:https PA Raw,124,IP,TCP,Connection-Transport,10.0.2.15:57744
3583,IP TCP 10.0.2.15:57744 104.18.21.57:https PA Raw,230,IP,TCP,Connection-Transport,10.0.2.15:57744
3584,IP TCP 104.18.21.57:https 10.0.2.15:57744 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3585,IP TCP 104.18.21.57:https 10.0.2.15:57744 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3586,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,581,IP,TCP,Connection-Transport,104.18.21.57:https
3587,IP TCP 104.18.21.57:https 10.0.2.15:57732 A Raw,2980,IP,TCP,Connection-Transport,104.18.21.57:https
3588,IP TCP 10.0.2.15:57732 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57732
3589,IP TCP 10.0.2.15:57744 104.18.21.57:https PA Raw,91,IP,TCP,Connection-Transport,10.0.2.15:57744
3590,IP TCP 104.18.21.57:https 10.0.2.15:57732 PA Raw,2857,IP,TCP,Connection-Transport,104.18.21.57:https
3591,IP TCP 10.0.2.15:57732 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57732
3592,IP TCP 104.18.21.57:https 10.0.2.15:57744 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3593,IP TCP 10.0.2.15:57732 104.18.21.57:https PA Raw,124,IP,TCP,Connection-Transport,10.0.2.15:57732
3594,IP TCP 10.0.2.15:57732 104.18.21.57:https PA Raw,247,IP,TCP,Connection-Transport,10.0.2.15:57732
3595,IP TCP 104.18.21.57:https 10.0.2.15:57732 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3596,IP TCP 104.18.21.57:https 10.0.2.15:57732 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3597,IP TCP 142.250.184.131:http 10.0.2.15:56660 PA Raw,762,IP,TCP,Connection-Transport,142.250.184.131:http
3598,IP TCP 10.0.2.15:56660 142.250.184.131:http A,60,IP,TCP,Connection-Transport,10.0.2.15:56660
3599,IP TCP 104.18.21.57:https 10.0.2.15:57732 PA Raw,572,IP,TCP,Connection-Transport,104.18.21.57:https
3600,IP TCP 104.18.21.57:https 10.0.2.15:57732 PA Raw,91,IP,TCP,Connection-Transport,104.18.21.57:https
3601,IP TCP 10.0.2.15:57732 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57732
3602,IP TCP 10.0.2.15:57732 104.18.21.57:https PA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:57732
3603,IP TCP 10.0.2.15:57732 104.18.21.57:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:57732
3604,IP TCP 104.18.21.57:https 10.0.2.15:57732 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3605,IP TCP 104.18.21.57:https 10.0.2.15:57732 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3606,IP TCP 10.0.2.15:37370 3.5.139.117:https PA Raw,652,IP,TCP,Connection-Transport,10.0.2.15:37370
3607,IP TCP 3.5.139.117:https 10.0.2.15:37370 A Padding,66,IP,TCP,Connection-Transport,3.5.139.117:https
3608,IP TCP 10.0.2.15:42302 216.58.212.40:https PA Raw,124,IP,TCP,Connection-Transport,10.0.2.15:42302
3609,IP TCP 10.0.2.15:42302 216.58.212.40:https PA Raw,230,IP,TCP,Connection-Transport,10.0.2.15:42302
3610,IP TCP 216.58.212.40:https 10.0.2.15:42302 A Padding,66,IP,TCP,Connection-Transport,216.58.212.40:https
3611,IP TCP 10.0.2.15:42302 216.58.212.40:https PA Raw,337,IP,TCP,Connection-Transport,10.0.2.15:42302
3612,IP TCP 104.18.21.57:https 10.0.2.15:57732 FA Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3613,IP TCP 10.0.2.15:57732 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57732
3614,IP TCP 216.58.212.40:https 10.0.2.15:42302 A Padding,66,IP,TCP,Connection-Transport,216.58.212.40:https
3615,IP TCP 216.58.212.40:https 10.0.2.15:42302 A Padding,66,IP,TCP,Connection-Transport,216.58.212.40:https
3616,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,674,IP,TCP,Connection-Transport,216.58.212.40:https
3617,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3618,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,91,IP,TCP,Connection-Transport,216.58.212.40:https
3619,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3620,IP TCP 54.231.168.9:https 10.0.2.15:46644 PA Raw,84,IP,TCP,Connection-Transport,54.231.168.9:https
3621,IP TCP 10.0.2.15:46644 54.231.168.9:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46644
3622,IP TCP 54.231.168.9:https 10.0.2.15:46644 FA Padding,66,IP,TCP,Connection-Transport,54.231.168.9:https
3623,IP TCP 54.231.168.9:https 10.0.2.15:46628 PA Raw,84,IP,TCP,Connection-Transport,54.231.168.9:https
3624,IP TCP 10.0.2.15:46628 54.231.168.9:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46628
3625,IP TCP 54.231.168.9:https 10.0.2.15:46628 FA Padding,66,IP,TCP,Connection-Transport,54.231.168.9:https
3626,IP TCP 3.5.139.117:https 10.0.2.15:37370 PA Raw,1013,IP,TCP,Connection-Transport,3.5.139.117:https
3627,IP TCP 10.0.2.15:42302 216.58.212.40:https PA Raw,91,IP,TCP,Connection-Transport,10.0.2.15:42302
3628,IP TCP 10.0.2.15:46644 54.231.168.9:https PA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:46644
3629,IP TCP 10.0.2.15:46644 54.231.168.9:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:46644
3630,IP TCP 10.0.2.15:46628 54.231.168.9:https PA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:46628
3631,IP TCP 216.58.212.40:https 10.0.2.15:42302 A Padding,66,IP,TCP,Connection-Transport,216.58.212.40:https
3632,IP TCP 54.231.168.9:https 10.0.2.15:46644 A Padding,66,IP,TCP,Connection-Transport,54.231.168.9:https
3633,IP TCP 54.231.168.9:https 10.0.2.15:46644 A Padding,66,IP,TCP,Connection-Transport,54.231.168.9:https
3634,IP TCP 10.0.2.15:46628 54.231.168.9:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:46628
3635,IP TCP 54.231.168.9:https 10.0.2.15:46628 A Padding,66,IP,TCP,Connection-Transport,54.231.168.9:https
3636,IP TCP 54.231.168.9:https 10.0.2.15:46628 A Padding,66,IP,TCP,Connection-Transport,54.231.168.9:https
3637,IP TCP 10.0.2.15:37370 3.5.139.117:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37370
3638,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,6036,IP,TCP,Connection-Transport,216.58.212.40:https
3639,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3640,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,9828,IP,TCP,Connection-Transport,216.58.212.40:https
3641,IP TCP 216.58.212.40:https 10.0.2.15:42302 A Raw,1520,IP,TCP,Connection-Transport,216.58.212.40:https
3642,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3643,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,12600,IP,TCP,Connection-Transport,216.58.212.40:https
3644,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3645,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,2717,IP,TCP,Connection-Transport,216.58.212.40:https
3646,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,2860,IP,TCP,Connection-Transport,216.58.212.40:https
3647,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3648,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,7060,IP,TCP,Connection-Transport,216.58.212.40:https
3649,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3650,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,2860,IP,TCP,Connection-Transport,216.58.212.40:https
3651,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3652,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,4117,IP,TCP,Connection-Transport,216.58.212.40:https
3653,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3654,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,2860,IP,TCP,Connection-Transport,216.58.212.40:https
3655,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3656,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,1460,IP,TCP,Connection-Transport,216.58.212.40:https
3657,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,5660,IP,TCP,Connection-Transport,216.58.212.40:https
3658,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,2860,IP,TCP,Connection-Transport,216.58.212.40:https
3659,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3660,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,4105,IP,TCP,Connection-Transport,216.58.212.40:https
3661,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3662,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,4260,IP,TCP,Connection-Transport,216.58.212.40:https
3663,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3664,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,8460,IP,TCP,Connection-Transport,216.58.212.40:https
3665,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3666,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,4117,IP,TCP,Connection-Transport,216.58.212.40:https
3667,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3668,IP TCP 10.0.2.15:57744 104.18.21.57:https PA Raw,417,IP,TCP,Connection-Transport,10.0.2.15:57744
3669,IP TCP 104.18.21.57:https 10.0.2.15:57744 A Padding,66,IP,TCP,Connection-Transport,104.18.21.57:https
3670,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,9860,IP,TCP,Connection-Transport,216.58.212.40:https
3671,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3672,IP TCP 216.58.212.40:https 10.0.2.15:42302 PA Raw,4288,IP,TCP,Connection-Transport,216.58.212.40:https
3673,IP TCP 10.0.2.15:42302 216.58.212.40:https A,60,IP,TCP,Connection-Transport,10.0.2.15:42302
3674,IP TCP 10.0.2.15:42302 216.58.212.40:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:42302
3675,IP TCP 216.58.212.40:https 10.0.2.15:42302 A Padding,66,IP,TCP,Connection-Transport,216.58.212.40:https
3676,IP UDP 10.0.2.15:55606 216.58.212.40:https Raw,1405,IP,UDP,Transport,10.0.2.15:55606
3677,IP UDP 10.0.2.15:43615 104.17.25.14:https Raw,1405,IP,UDP,Transport,10.0.2.15:43615
3678,IP TCP 10.0.2.15:53900 172.217.169.99:https S,80,IP,TCP,Connection-Transport,10.0.2.15:53900
3679,IP TCP 10.0.2.15:53914 172.217.169.99:https S,80,IP,TCP,Connection-Transport,10.0.2.15:53914
3680,IP TCP 10.0.2.15:53922 172.217.169.99:https S,80,IP,TCP,Connection-Transport,10.0.2.15:53922
3681,IP TCP 10.0.2.15:53924 172.217.169.99:https S,80,IP,TCP,Connection-Transport,10.0.2.15:53924
3682,IP TCP 10.0.2.15:53926 172.217.169.99:https S,80,IP,TCP,Connection-Transport,10.0.2.15:53926
3683,IP UDP 104.17.25.14:https 10.0.2.15:43615 Raw,1248,IP,UDP,Transport,104.17.25.14:https
3684,IP UDP 104.17.25.14:https 10.0.2.15:43615 Raw,1248,IP,UDP,Transport,104.17.25.14:https
3685,IP UDP 104.17.25.14:https 10.0.2.15:43615 Raw,1248,IP,UDP,Transport,104.17.25.14:https
3686,IP UDP 104.17.25.14:https 10.0.2.15:43615 Raw,739,IP,UDP,Transport,104.17.25.14:https
3687,IP UDP 216.58.212.40:https 10.0.2.15:55606 Raw,1405,IP,UDP,Transport,216.58.212.40:https
3688,IP TCP 172.217.169.99:https 10.0.2.15:53922 SA Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3689,IP TCP 10.0.2.15:53922 172.217.169.99:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53922
3690,IP TCP 172.217.169.99:https 10.0.2.15:53914 SA Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3691,IP TCP 10.0.2.15:53914 172.217.169.99:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53914
3692,IP TCP 172.217.169.99:https 10.0.2.15:53900 SA Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3693,IP TCP 10.0.2.15:53900 172.217.169.99:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53900
3694,IP TCP 172.217.169.99:https 10.0.2.15:53924 SA Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3695,IP TCP 10.0.2.15:53924 172.217.169.99:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53924
3696,IP TCP 172.217.169.99:https 10.0.2.15:53926 SA Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3697,IP TCP 10.0.2.15:53926 172.217.169.99:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53926
3698,IP UDP 10.0.2.15:55606 216.58.212.40:https Raw,88,IP,UDP,Transport,10.0.2.15:55606
3699,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,1826,IP,TCP,Connection-Transport,104.18.21.57:https
3700,IP TCP 10.0.2.15:57744 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57744
3701,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,2851,IP,TCP,Connection-Transport,104.18.21.57:https
3702,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,4185,IP,TCP,Connection-Transport,104.18.21.57:https
3703,IP UDP 10.0.2.15:43615 104.17.25.14:https Raw,103,IP,UDP,Transport,10.0.2.15:43615
3704,IP UDP 216.58.212.40:https 10.0.2.15:55606 Raw,1405,IP,UDP,Transport,216.58.212.40:https
3705,IP UDP 216.58.212.40:https 10.0.2.15:55606 Raw,1405,IP,UDP,Transport,216.58.212.40:https
3706,IP TCP 10.0.2.15:57744 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57744
3707,IP UDP 216.58.212.40:https 10.0.2.15:55606 Raw,1405,IP,UDP,Transport,216.58.212.40:https
3708,IP UDP 10.0.2.15:55606 216.58.212.40:https Raw,90,IP,UDP,Transport,10.0.2.15:55606
3709,IP TCP 10.0.2.15:53922 172.217.169.99:https PA Raw,725,IP,TCP,Connection-Transport,10.0.2.15:53922
3710,IP UDP 216.58.212.40:https 10.0.2.15:55606 Raw,1114,IP,UDP,Transport,216.58.212.40:https
3711,IP TCP 172.217.169.99:https 10.0.2.15:53922 A Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3712,IP TCP 10.0.2.15:53914 172.217.169.99:https PA Raw,725,IP,TCP,Connection-Transport,10.0.2.15:53914
3713,IP TCP 172.217.169.99:https 10.0.2.15:53914 A Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3714,IP UDP 10.0.2.15:55606 216.58.212.40:https Raw,91,IP,UDP,Transport,10.0.2.15:55606
3715,IP TCP 10.0.2.15:53926 172.217.169.99:https PA Raw,725,IP,TCP,Connection-Transport,10.0.2.15:53926
3716,IP TCP 172.217.169.99:https 10.0.2.15:53926 A Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3717,IP TCP 10.0.2.15:53924 172.217.169.99:https PA Raw,725,IP,TCP,Connection-Transport,10.0.2.15:53924
3718,IP TCP 172.217.169.99:https 10.0.2.15:53924 A Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3719,IP TCP 10.0.2.15:53900 172.217.169.99:https PA Raw,725,IP,TCP,Connection-Transport,10.0.2.15:53900
3720,IP TCP 172.217.169.99:https 10.0.2.15:53900 A Padding,66,IP,TCP,Connection-Transport,172.217.169.99:https
3721,IP TCP 10.0.2.15:53942 172.217.169.99:https S,80,IP,TCP,Connection-Transport,10.0.2.15:53942
3722,IP TCP 10.0.2.15:37380 3.5.139.117:https S,80,IP,TCP,Connection-Transport,10.0.2.15:37380
3723,IP UDP 10.0.2.15:43615 104.17.25.14:https Raw,197,IP,UDP,Transport,10.0.2.15:43615
3724,IP UDP 10.0.2.15:43615 104.17.25.14:https Raw,128,IP,UDP,Transport,10.0.2.15:43615
3725,IP UDP 10.0.2.15:43615 104.17.25.14:https Raw,440,IP,UDP,Transport,10.0.2.15:43615
3726,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,4233,IP,TCP,Connection-Transport,104.18.21.57:https
3727,IP TCP 10.0.2.15:57744 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57744
3728,IP TCP 104.18.21.57:https 10.0.2.15:57744 PA Raw,679,IP,TCP,Connection-Transport,104.18.21.57:https
3729,IP UDP 104.17.25.14:https 10.0.2.15:43615 Raw,584,IP,UDP,Transport,104.17.25.14:https
3730,IP UDP 104.17.25.14:https 10.0.2.15:43615 Raw,75,IP,UDP,Transport,104.17.25.14:https
